date,avgPubSize,avgEpochsNumber,avgPubPrice,avgBid,totalPubs,totalTracSpent
2023-06-30T00:00:00.000Z,587.9918,5.0,3.69533009795368,0.47854228500812807,1576,5823.840234375
2023-07-01T00:00:00.000Z,691.1629,5.0,3.8550454491444865,0.43910518893255435,1578,6083.26171875
2023-07-02T00:00:00.000Z,637.2432,5.0,3.7630489864864867,0.4605194922189315,37,139.2328125
2023-07-03T00:00:00.000Z,632.8777,5.0,3.74258831216277,0.4552254703126177,1112,4161.758203125
2023-07-04T00:00:00.000Z,629.8578,5.0,3.73819828539823,0.45611754601553667,1582,5913.8296875
2023-07-05T00:00:00.000Z,673.5086,5.0,3.8444585232725528,0.44667738923618694,1563,6008.888671875
2023-07-06T00:00:00.000Z,608.6314,5.0,3.6990199704142013,0.45750817706421637,1183,4375.940625
2023-07-07T00:00:00.000Z,596.8975,5.0,3.6932300783736474,0.4674688098918383,1571,5802.064453125
2023-07-08T00:00:00.000Z,607.0838,5.0,3.699546171081853,0.4617609745805579,1576,5830.484765625
2023-07-09T00:00:00.000Z,649.5019,5.0,3.7816953428988325,0.45520170138828475,1542,5831.37421875
2023-07-10T00:00:00.000Z,572.3261,5.0,3.715837296195652,0.5011510847460136,138,512.785546875
