nodeId,networkId,tokenName,tokenSymbol,nodeGroup,date,nodeStake,pubsCommited,pubsCommited1stEpochOnly,estimatedEarnings,cumulativeEstimatedEarnings,payouts,cumulativePayouts,ask
98,QmWnnXzeuePCiS89PWsk6aRLGDZUA7tQLpV9pfUimodtBQ,4165341117b199642bc9cf8fe8e9ef7246d017dead863ad7d34abf88958b09ba,GAP,Solo,2023-07-10T00:00:00.000Z,50915.254207183,4,4,0.99234375,1257.3825,1.533333332,415.254206965,0.24
106,QmXEuMWk67BH2dbvFSyEBRt72Mv3m97EJh89PVz2YmQbwr,SPARK,PWD,Solo,2023-07-10T00:00:00.000Z,50010.136924913,3,3,0.80484375,431.21578125,0.0,10.136924906,0.24
57,QmeERxvJvfsgvSoRyW8pNjQf1a1ebms9hnUUXHmvH3eQnm,Hotnode3,Hotnode3,Alliance,2023-07-10T00:00:00.000Z,67229.501915461,10,2,1.950234375,3175.9186874770835,2.411592815,2229.501914539,0.24
9,QmVWyGofF7fAiKXyAQyyAKg9YEre7xvggMwqjCz1u4vJ7Y,Trace Labs Node 17,TLNODE_17,Trace Labs,2023-07-10T00:00:00.000Z,53747.768008568,38,13,7.845,5408.368538190133,4.325908755,3747.768003696,0.114
115,QmW4nmy8bvTNSUkBaHFwdBx37BbZPAcwHX5ZYKFNqjU6Qz,dkgnode1,DKGN1,Solo,2023-07-10T00:00:00.000Z,300000.0,16,16,3.861796875,628.5068437499333,0.0,0.0,0.0001
95,QmYFJVZRqxoF93LtWPuZYr5ADBVzkkN9bQ52pYxtt46JvU,Kwalla,KWLA,Solo,2023-07-10T00:00:00.000Z,50000.0,5,5,1.2,280.42,0.0,0.0,0.29
18,QmZSFcfQ9DesB4ZjkT3qJ3VyCYDLFRYbC5U1VyVPN47dwE,Trace Labs Node 22,TLNODE_22,Trace Labs,2023-07-10T00:00:00.000Z,53924.422193052,13,3,2.601796875,4647.1125561539,2.670797633,3924.32693686,0.09
91,QmaM3ubEDegc8uRb7kDnFp2M1Y2A86PBDdXEMy5qBRVWnf,SHIFT07,ST07,Alliance,2023-07-09T00:00:00.000Z,53519.384686762,43,43,10.534921875,823.205390625,4.676378035,234.384686634,0.24
90,QmW9RZBE7gdsLVa7hhzjik48yz8zDjaBJH3ih3QpBVSEGv,SHIFT06,ST06,Alliance,2023-07-09T00:00:00.000Z,53311.529977756,47,47,11.80265625,569.72796875,2.372488063,26.529977736,0.24
68,QmNz2N82FAKBDKHEBSi32NxikbPewsUqkMDdVxZmkZiZka,CoachPA Node 3,COACH3,Solo,2023-07-09T00:00:00.000Z,52186.636509943,16,5,3.30984375,1387.8460839833333,1.322222221,1186.636509894,0.24
58,Qma2UjJmKRkq2ssjPvpsmLFjneSyeDNqpKjuUi158rpfVV,CVIKI,CVI,Alliance,2023-07-09T00:00:00.000Z,51707.884964887,85,28,18.3196875,1791.1589452920834,8.619282948,1207.884964516,0.24
100,QmTV8KALCUi2dcoAZ3W13foKDvayJFie1VoZTjDLFLUunM,SOON2,EMP2,Alliance,2023-07-09T00:00:00.000Z,50062.264645724,42,42,10.5571875,515.373046875,5.763066945,62.264645679,0.24
15,QmNkmydWxHqj9voSjWkcVewefrDxEuwfyBkbGkwh4oZuWY,Trace Labs Node 11,TLNODE_11,Trace Labs,2023-07-09T00:00:00.000Z,50646.937950397,31,6,6.176015625,901.4654518507666,1.797763649,646.93794965,0.114
117,QmdSpXBSLic3C4oJK6HpJ6qzEY4Ni1mH8MVDdzUVeT3Kxv,dkg_node_3_token,dkg_node_3,Solo,2023-07-09T00:00:00.000Z,400000.0,63,63,16.466015625,361.6228125,0.0,0.0,0.001
28,QmPMNPPsr4iyoTEPwKiWUfwHQEDSDL4Fbf457k8deg1zxr,Trace Labs Node 2,TLNODE_2,Trace Labs,2023-07-09T00:00:00.000Z,50489.039359153,43,18,9.05390625,959.8677249856667,8.731517391,489.039357929,0.176
115,QmW4nmy8bvTNSUkBaHFwdBx37BbZPAcwHX5ZYKFNqjU6Qz,dkgnode1,DKGN1,Solo,2023-07-09T00:00:00.000Z,300000.0,93,93,23.4759375,624.6450468749333,0.0,0.0,0.0001
103,QmYUQxkU1ZLXi95EPTUMWwVdkuFcpLSdeM1R4aD6C6MXDH,LIT,LIT,Solo,2023-07-09T00:00:00.000Z,50038.557855902,28,28,6.90046875,495.0975,3.166666666,38.557855871,0.22
121,Qmb49PRCUmotz15MSyhUWuwzBg2ENtqDiUTb695HmfmvVD,OTLee,OTL,Alliance,2023-07-09T00:00:00.000Z,300000.0,0,0,0.0,0.0,0.0,0.0,0.24
104,QmdaU5wBTFSTkPuA2Pmq7Wbqrw4Nr6w8yR64rjbwYpBqL1,SOON3,EMP3,Alliance,2023-07-09T00:00:00.000Z,50034.325385199,31,31,7.62046875,498.46453125,4.686111106,34.325385172,0.24
54,QmfGTWRn5pJ3mHZ1iZnviLJe3TFHJMQ5bFZAUr1mnD2Rf5,Weave,WEAV,Solo,2023-07-09T00:00:00.000Z,51392.352460994,61,21,12.56625,2321.2545429064835,15.616617132,1392.25683501,0.24
48,QmXV8HvaDmb59ZXeeLKjQCUKf9WTNyAWFPq7N7YBBGercj,Hotnode8,Hotnode8,Alliance,2023-07-09T00:00:00.000Z,60808.995570644,99,33,21.078046875,3416.6895469833166,11.189905229,2622.865306092,0.24
66,QmcgCVvM6R7YBU78S5B7DjRhwBsMeV4TAdDyRhDT3Sdr9S,(NLD)OT Node,DANS,Solo,2023-07-09T00:00:00.000Z,0.0,0,0,0.0,0.0,0.0,0.0,0.24
44,QmSjLxW54uyPTKtJ3LZcNCmjZReKA2PyieHuuGKkkhA5vT,kCosmi,kCC,Alliance,2023-07-09T00:00:00.000Z,102604.216204546,202,78,42.210234375,3964.8279852792666,26.506763216,2633.216200916,0.24
24,Qmetd2wyq6yTqYcUG7DiUSiJmSPVVqtg6ZyeKa7Gastf1k,Trace Labs Node 25,TLNODE_25,Trace Labs,2023-07-09T00:00:00.000Z,51027.526905167,69,26,14.5059375,1435.3137038608168,5.200914655,1027.282147128,0.11
69,Qmb3yiWrE9J7twAMZkEFvgNoJwEykuvfC2uBjTNPcmCHfc,DKG Warrior 1,DKGWAR1,Alliance,2023-07-09T00:00:00.000Z,54127.900213909,79,28,16.58578125,894.62234959675,0.0,527.90021382,0.24
108,QmancZ6c2zGCpujhhSLHrg9naAY8BwAGSJVPgRUMfG4AxE,SPARK4,PWD4,Solo,2023-07-09T00:00:00.000Z,50019.558078342,54,54,13.571953125,482.65734375,2.774452038,19.558078326,0.24
78,QmUSHCxxisiGipuMNqigcU64YgwiTjU9nTnvZkPPtWGeBy,Amado3,Amado3,Alliance,2023-07-09T00:00:00.000Z,52908.241742762,115,42,24.02578125,910.1408066309333,6.304020177,408.241742578,0.24
67,QmUNARF8G5xeRC3VkVAANpQWeVgPuMCQUuNcMKzZxare2B,CoachPA Node 2,COACH2,Solo,2023-07-09T00:00:00.000Z,53041.977399101,129,45,26.66296875,3856.9938476358334,9.0349131,2041.977398719,0.24
102,Qmcj2eQrYT2FQeXXKVHkmGPxkJisGUx3ZTK9vnw8Q1qskT,drMurlly-DKGv6-5,DKGv6-5,Alliance,2023-07-09T00:00:00.000Z,50018.943937174,62,62,15.29015625,544.428515625,4.431087235,48.943937138,0.24
4,Qmbt6JkNzKhtxJz4CyBCisjbrz39qb1ziWX9kzez6dFkG9,Trace Labs Node 4,TLNODE_4,Trace Labs,2023-07-09T00:00:00.000Z,50254.707780827,16,16,3.965625,426.95969210106665,3.055555553,254.707777022,0.135
79,QmNqdyK4dAZg97Dy8XRZ8VAUppLJeBJdpdkUq1u8iowuUS,Amado2,Amado2,Alliance,2023-07-09T00:00:00.000Z,52694.131474626,74,27,15.371484375,541.4207910155,3.860481768,194.131474572,0.24
84,QmTjs8wGS297NsQ9B3D42E11dUWAR8P3XsikvuKkJy8qFD,Sinoloa1,SNL1,Solo,2023-07-09T00:00:00.000Z,53304.135209304,111,43,23.224453125,877.666515625,6.765353727,304.13520919,0.24
106,QmXEuMWk67BH2dbvFSyEBRt72Mv3m97EJh89PVz2YmQbwr,SPARK,PWD,Solo,2023-07-09T00:00:00.000Z,50010.136924913,44,44,10.8225,430.4109375,3.228439667,10.136924906,0.24
18,QmZSFcfQ9DesB4ZjkT3qJ3VyCYDLFRYbC5U1VyVPN47dwE,Trace Labs Node 22,TLNODE_22,Trace Labs,2023-07-09T00:00:00.000Z,53921.751395415,202,85,42.850546875,4644.5107592789,21.20682652,3921.656139227,0.09
32,QmPTT7R3rwKUawLJxEXwcerZfqC2rkYWr2uZiXUo6ftFoS,Trace Labs Node 12,TLNODE_12,Trace Labs,2023-07-09T00:00:00.000Z,53295.449978298,130,43,27.01171875,3677.0276703142667,5.603029191,3295.449971435,0.11
113,QmSKeBQHJDgKyCbUZW3Mbtt75vsW64n3MnY8cMom5eSPjq,kooltek68,kooltek68,Solo,2023-07-09T00:00:00.000Z,55550.0,52,52,13.149140625,438.743203125,0.0,0.0,0.24
27,QmQwA2Hz8zNchVjGX4TWvqySCP5cbkLLVjUSvRsCHhQ4SB,Trace Labs Node 10,TLNODE_10,Trace Labs,2023-07-09T00:00:00.000Z,52536.18562182,81,32,16.887421875,3111.1807915479,12.227638378,2536.085423448,0.11
64,QmZinr9WnYbygsJvWP4tWznMEWhUzoqoiDaHKYMzP1oqma,Trini Zone,Trini,Alliance,2023-07-09T00:00:00.000Z,51325.929202046,97,36,20.28,1943.916494136,4.396094717,1325.929201829,0.24
61,QmVCzVXqPXFgfdN7FXsQCqC2PYf8u8pWHL7MX9EVuLMsMH,COGE_TRAC03,COGET03,Solo,2023-07-09T00:00:00.000Z,53057.775362834,63,28,14.074453125,1243.09744526775,11.212004206,634.775362215,0.24
57,QmeERxvJvfsgvSoRyW8pNjQf1a1ebms9hnUUXHmvH3eQnm,Hotnode3,Hotnode3,Alliance,2023-07-09T00:00:00.000Z,67227.090322642,114,45,24.121640625,3173.9684531020835,18.019518663,2227.090321724,0.24
21,QmPptt8g1bdJbPic8bZPUY3TqGdDPuJC8jtY5pjR3Gkqan,Trace Labs Node 31,TLNODE_31,Trace Labs,2023-07-09T00:00:00.000Z,52703.84196743,73,28,15.361875,2719.7744483523,5.984653084,2703.841962189,0.1
107,QmYUipWZSu6XAGbAw6az5Jg3fL9kRJiSLqsHPVFMagnJbU,SPARK3,PWD3,Solo,2023-07-09T00:00:00.000Z,50037.61566569,44,44,11.119921875,652.955625,4.191921655,37.615665662,0.24
8,QmYCCXqCe5LHHi9ZxZTw1xTcYXZ47cwk8LmTRAcqWW53e1,Trace Labs Node 21,TLNODE_21,Trace Labs,2023-07-09T00:00:00.000Z,52766.770914456,128,63,28.80234375,4053.438205579683,18.479190216,2676.770909095,0.1
95,QmYFJVZRqxoF93LtWPuZYr5ADBVzkkN9bQ52pYxtt46JvU,Kwalla,KWLA,Solo,2023-07-09T00:00:00.000Z,50000.0,34,34,8.16,279.22,0.0,0.0,0.29
11,QmeaeLpQENK5eHHMF6Kt5iqeFtqADV8vUzcp3jYeSghCQy,Trace Labs Node 18,TLNODE_18,Trace Labs,2023-07-09T00:00:00.000Z,50877.161124571,57,19,11.686640625,1256.1910849784167,9.371742569,877.161121571,0.1
43,QmdddUvKwcoq7FTmjoWqZxKiBE4izexcJ9jwzTHrNFUpVz,Branimir Rakic X89,BRX89,Alliance,2023-07-09T00:00:00.000Z,76913.691074247,179,53,37.476328125,3414.7308817771,27.689982418,1913.691073069,0.24
109,QmdGgJWhw46SDPuGh8DQKoDYRGqC5QPWVGuatn1ggqrCar,SPARK5,PWD5,Solo,2023-07-09T00:00:00.000Z,50041.917176649,51,51,12.90796875,643.59890625,4.309060325,41.917176614,0.24
49,QmWPGrwxjcFP8MAuS8PGPxWabtQR9kcXnyDpXrUULpnucd,Hotnode7,Hotnode7,Alliance,2023-07-09T00:00:00.000Z,59345.973550591,80,27,17.218828125,2499.829911717067,14.206158261,1745.729423623,0.24
23,QmZ7xMtgJ1vBey5ifvD6yFsxH4VmSQVwtKrX8zNuZ2uiKb,Trace Labs Node 30,TLNODE_30,Trace Labs,2023-07-09T00:00:00.000Z,53358.551152757,177,86,39.158203125,4290.657242381683,16.623809356,3358.324121237,0.1
12,QmaVYtFZcraSnVMpzHhdxHXZHb6juXAQWZ5taShWHWQSUh,Trace Labs Node 27,TLNODE_27,Trace Labs,2023-07-09T00:00:00.000Z,51667.640734246,99,23,20.954765625,2317.465909095233,17.493739669,1667.640730055,0.11
39,QmesuY31BVZEfCYzfEf2mx6KSkyEvwtCk3rV5ho3SPfRYJ,carbontracker,ct-otp,Solo,2023-07-09T00:00:00.000Z,0.0,0,0,0.0,0.0,0.0,0.0,0.002
26,QmVQfYT9c4iaBmiFZsNcQZJJJbDKuodBHUXSexfnwuUnwg,Trace Labs Node 23,TLNODE_23,Trace Labs,2023-07-09T00:00:00.000Z,53625.982101639,80,26,16.49484375,3487.9897707488835,18.284407656,3625.982095031,0.1
77,QmQSmxjJL38oT6D8UHoyJzg9zhFmUtteH1uepFUZVUPKgD,Amado1,Amado1,Alliance,2023-07-09T00:00:00.000Z,52869.453155108,144,62,30.553828125,1056.1435859293333,3.693185762,369.453154904,0.24
19,QmUNnGWcQgeat54n3DpLRMHSHpvcGDhjnL2wdEWBno9eEC,Trace Labs Node 26,TLNODE_26,Trace Labs,2023-07-09T00:00:00.000Z,51008.1916365,114,41,23.561015625,1645.3001976838334,1.641453556,1008.19163296,0.12
74,QmdiEMaxS1w2UT29Gh5XmVB43yLTXGij6w4J4nDCicZhVA,Node Jesus 1,NJ1,Solo,2023-07-09T00:00:00.000Z,50547.551096545,63,28,13.451953125,1075.7250566361668,4.935807288,547.551096417,0.24
53,QmYTjVNYTPFMiRhnfyLBKMzfYBTdbktTSMh1ZKpzvZu1sj,TRAC02,TRAC02,Solo,2023-07-09T00:00:00.000Z,53094.233146413,43,16,9.07875,1854.8176965090167,8.202505759,1094.139020942,0.24
85,QmVR9JM6mzJwwEQ9YkfJg3ZrrQK13jDARRuoykyhyh9Nbc,SHIFT02,ST02,Alliance,2023-07-09T00:00:00.000Z,53632.433753741,33,19,7.261171875,785.587671875,4.173719615,347.433753583,0.24
97,QmV7yVitPPfGm6AqkiLWQLHpv47KuBmtnswRGW4yunAHZB,PEMA03,PEMA03,Solo,2023-07-09T00:00:00.000Z,50275.864225659,28,28,6.90046875,432.25734375,1.758333332,275.864225485,0.17
122,Qmb545S4B8aBzkjsUCAxjKiZpuBdgs9PgJUUD6cD4qg3A3,BioTwo,DNA,Alliance,2023-07-09T00:00:00.000Z,60000.0,31,31,7.691015625,49.197890625,0.0,0.0,0.24
72,QmNtxNx8qx83bbApzc8bz48dFETSf4m1XwnZ7eo7q6MssG,Stunt,STN,Solo,2023-07-09T00:00:00.000Z,52240.328883351,131,46,27.426328125,2325.521742177333,2.024153644,1240.328883231,0.24
1,QmemqyXyvrTAm7PwrcTcFiEEFx69efdR92GSZ1oQprbdja,Trace Labs Node 1,TLNODE_1,Trace Labs,2023-07-09T00:00:00.000Z,0.0,0,0,0.0,0.0,0.0,0.0,0.00375
101,QmdosmTKejBAhyXzqmideFKUyXMiucLXWRZvFST9mk8b37,drMurlly-DKGv6-3b,DKGv6-3b,Alliance,2023-07-09T00:00:00.000Z,50038.994070095,60,60,14.9165625,808.516875,4.500200735,58.994070051,0.24
80,QmPx8gKqABFQuzYTHD7Ka9uvbFvmg7hfezU8BYcUahvVUC,Amado4,Amado4,Alliance,2023-07-09T00:00:00.000Z,52841.457389262,110,35,23.338828125,818.9804589784167,2.809114581,341.457389113,0.24
120,QmZYtjVipLma2AhHbjPRia9PJDe9vX7ezgTxNSFrSkWTKb,BioOne,TRAC,Solo,2023-07-09T00:00:00.000Z,60000.0,42,42,10.4475,148.29796875,0.0,0.0,0.24
59,QmfMb7nuzR12xaVTayNSLJax9LeQEncctZupnKDasKhdEx,Blockchain22Networks,B22N,Solo,2023-07-09T00:00:00.000Z,56912.566128886,38,38,9.12,2742.7169804564833,14.254914424,2236.566128254,0.241
87,QmSmkRKYw171oGV4iPJxd6MDSrnLu7AiKjsawz5hVDpZxt,SHIFT03,ST03,Alliance,2023-07-09T00:00:00.000Z,53659.346833155,33,33,8.980546875,628.409765625,1.202777777,374.346832978,0.24
119,QmQEU9yMiERqaQEXuWohadDeGwkBF1hsVE7AWqCzCJQyHv,dkg_node_5_token,dkg_node_5,Solo,2023-07-09T00:00:00.000Z,300000.0,95,95,23.3559375,411.2465625,0.0,0.0,0.01
96,Qmf4h7WE79aqjRsE9iA4KnHwDHqySJtuDXir2Gf6FCaT1w,BID,BID,Solo,2023-07-09T00:00:00.000Z,51598.043877109,69,69,17.011875,901.0228125,7.396549475,598.043876718,0.2
45,QmPVxRU4EyJ2R4FqtCTXKbkVZVQNdSBwmvN2b767zHme3b,Hotnode4,Hotnode4,Alliance,2023-07-09T00:00:00.000Z,60744.033163407,135,55,29.10984375,4252.188666723483,14.832695165,3143.776238311,0.24
112,QmQosDTb7acNGdCA87H7AaioHoUwXzyhTJ7syqhCdEzagM,Pull,PUL,Solo,2023-07-09T00:00:00.000Z,50518.386282009,33,33,8.104453125,374.083828125,2.724999998,18.386281997,0.22
114,QmaUMsMLhMwC21L9qcPu9VBNpYAuEnGTNUK2tPwRge4XH9,SDUINODE,SDUI,Solo,2023-07-09T00:00:00.000Z,60000.0,0,0,0.0,0.46,0.0,0.0,0.24
82,QmeoBNoPq4oyRhJrufF6mPkVA7sKX9keYEwLMFbNUfqyY5,SHIFT01,ST01,Alliance,2023-07-09T00:00:00.000Z,53668.663657591,68,20,13.914140625,639.287109375,2.216666665,383.663657441,0.24
76,QmZs1JecPip98cznh621wdhByLFPQuEfQPM5RoEfVp5EzY,CoachPA Node 4,COACH4,Solo,2023-07-09T00:00:00.000Z,51151.055753437,50,20,10.62609375,559.7983925744167,3.928949651,151.055753369,0.24
116,QmcZHDH5XnrifFUA2FhBWmjsgQFwqibvXqHMQTB9VKNG3y,dkgnode2,DKGN2,Solo,2023-07-09T00:00:00.000Z,400000.0,105,105,26.626171875,586.13484375,0.0,0.0,1e-05
40,QmRWR3W32A1eiqW7nWwcPxPbmK68VzXpyPrS7rpcjrY7SV,Branimir Rakic X87,BRX87,Alliance,2023-07-09T00:00:00.000Z,77004.544802137,131,60,28.974140625,2900.175659990017,12.351797476,2004.195456637,0.24
13,QmdxdGWjRqtE2wdoaoWQFMqrUPrsnFoLJ3QcCFDJ3fPtTt,Trace Labs Node 20,TLNODE_20,Trace Labs,2023-07-09T00:00:00.000Z,50857.324449886,78,28,16.3940625,1303.2220852023668,8.309367167,857.324446774,0.11
22,QmSHNjGfzapQL6sNrZTSCL6NCDsjH8i65BGqSjmJ4ZDu9T,Trace Labs Node 24,TLNODE_24,Trace Labs,2023-07-09T00:00:00.000Z,51673.125675213,115,43,24.034921875,2275.4725119068335,9.936664592,1673.125671623,0.11
62,QmTge66HJdzqgML2kWALnHuMCsXCyfRbzr51ite9GFFhvb,TRA©VERSE,KNOW,Alliance,2023-07-09T00:00:00.000Z,51118.858341633,112,45,24.199921875,2105.9186621019167,5.730425797,1118.858341407,0.24
20,Qmb7eiBwhE6JqEWFXSJ7qxJdHZGEfBcfmSZUr8uAEbvcFg,Trace Labs Node 14,TLNODE_14,Trace Labs,2023-07-09T00:00:00.000Z,53419.257811676,118,47,24.896484375,4109.177290202567,15.190986887,3419.117531003,0.118
81,QmNrKvfW4Mw6bgzkVr55bLyMNDLhe4qKaXz58Yfpa2CDYY,drMurlly-DKGv6-4,DKGv6-4,Alliance,2023-07-09T00:00:00.000Z,50019.850668888,55,21,12.24421875,782.4294433545,3.627300345,509.850668685,0.24
105,QmQrD9YyhJY1oZ35fJ8CRo3VM8t5ABQrjS2R23Abg33KJJ,Two Ravens E&C,TWRVN,Solo,2023-07-09T00:00:00.000Z,52314.101555555,29,29,7.0584375,189.572203125,0.849999999,8.970555548,0.002
73,QmfNJ6tVMZ9ZPcvFSo73Za2qtXe6Wts1HATwjHgCWuKCoL,JuLen,JLT,Alliance,2023-07-09T00:00:00.000Z,50897.398587821,103,43,22.493671875,1402.6894277289166,4.177956812,797.398587689,0.24
93,QmcSxJE8nZmRZufLoJF78jcUTsa1pe54U2XXRHamGBxT4N,PEMA02,PEMA02,Solo,2023-07-09T00:00:00.000Z,50209.957751564,47,47,11.833125,547.6050683592,0.719444444,209.95775146,0.17
31,QmbaHGQByXY8TvBwx1R2eQLt6XXpKeRAg4kEbR1yDjmVuM,Trace Labs Node 16,TLNODE_16,Trace Labs,2023-07-09T00:00:00.000Z,54088.503982724,253,105,53.651015625,5213.394909034067,28.895730032,4088.503977535,0.12
65,QmP19HNvJJi5VuvkP5tpgHLmFvSrpHat5NVZxq7TEbafEH,CoachPA Node 1,COACH,Solo,2023-07-09T00:00:00.000Z,52091.003384696,74,28,15.60796875,1915.4022343703334,4.063888826,1091.003384588,0.24
9,QmVWyGofF7fAiKXyAQyyAKg9YEre7xvggMwqjCz1u4vJ7Y,Trace Labs Node 17,TLNODE_17,Trace Labs,2023-07-09T00:00:00.000Z,53743.442099807,247,100,52.268203125,5400.523538190133,32.112347821,3743.442094941,0.114
60,QmNd7jyRjY8QXmPFE3M9q37vp93iAT35wbQVewytrNVJa2,Blockchain22Networks-1,B22N-1,Solo,2023-07-09T00:00:00.000Z,52416.887339682,43,43,10.32,1851.5345126891334,6.623633853,871.88733942,0.241
6,Qmeay8Jy7nMfi7i4ykeEg7qRS5Ba4NpwSH2aQTxXmjCrbL,Trace Labs Node 19,TLNODE_19,Trace Labs,2023-07-09T00:00:00.000Z,51156.279854474,96,21,19.175390625,2010.2222957433833,5.443414437,1156.279850137,0.12
70,QmT9GStkoa2zAGmrjh94XvMWTMSzmp5NKgCwS6vev5pHer,LuKu,LuKu,Alliance,2023-07-09T00:00:00.000Z,51751.643682703,112,43,23.409140625,2736.5081161991,5.823415794,1751.643682267,0.24
83,QmNRfsnE4Ea9rGkYkgnprre2Us4Dz4G85QKUi3V5iRBPsY,2961b8f91e1726913d12a4d8a093bec7da649632132d1bf71eabad0ad22d8c86,GLD,Solo,2023-07-09T00:00:00.000Z,55340.775483745,75,30,15.866484375,709.05728125,3.855555553,340.775483558,0.2
75,QmY2mcLSswmrcqmjFCSEwTYTeMH8tZVeRvCzZBhAUrLr85,kitty02,kit02,Alliance,2023-07-09T00:00:00.000Z,63869.830469105,157,74,33.2034375,2695.459775379167,8.925759541,1369.83046878,0.297243174
55,QmS7qKhwkGUPj4HtETibDmSSgu5FsNbKxtWYrnLGEghqK5,Hotnode1,Hotnode1,Alliance,2023-07-09T00:00:00.000Z,52783.030298808,216,79,44.93765625,4751.816269319584,27.742402621,2742.829905823,0.24
86,Qmb44HMCYoQPkNfxxVE6rDtYv3uoKZJkp52cpfQi72BXqD,Sinaloa2,SNL2,Solo,2023-07-09T00:00:00.000Z,53164.117943888,34,34,8.54296875,713.713578125,1.738216144,164.11794388,0.24
42,QmX4HRTqVpPVui5sLHVaxBdu4TXq92xc9jiJftmSd9FcjC,Branimir Rakic X,BRX,Alliance,2023-07-09T00:00:00.000Z,74394.703133916,78,21,15.9796875,3492.3222500389834,0.0,1894.606944734,0.24
25,QmRiWNNEc9WQAfjX7tM2sdsunbKJTiywWdsYGw6W8Uo1Q1,Trace Labs Node 15,TLNODE_15,Trace Labs,2023-07-09T00:00:00.000Z,52862.8999695,205,65,42.41765625,4179.922980377984,19.2184901,2862.656155204,0.11
16,QmdS3NwRXqmHpy6yzZ9k49Sau8Eb67zah1CKZ7nNpLMHoD,Trace Labs Node 8,TLNODE_8,Trace Labs,2023-07-09T00:00:00.000Z,50775.578605212,112,45,24.200859375,1381.0935265398334,1.48629399,775.578604365,0.11
47,QmSdi4m5SBfPU8VcTB3dB2i1HWAV6G4VdPQgo7K8xEqFWU,Hotnode6,Hotnode6,Alliance,2023-07-09T00:00:00.000Z,58580.470914168,88,40,19.056328125,1687.6948497058168,26.130530923,980.470912361,0.24
89,QmRHFJSMg6soz7PKegG4WW9mZxBns8FXNqEGkHE9UanPfm,SHIFT05,ST05,Alliance,2023-07-09T00:00:00.000Z,53499.816005112,30,30,7.4146875,518.98165625,4.803146697,214.816005002,0.24
17,QmbUXe8cNfvtUumZr1CZEibGmYHu5kBjhu5Xwm3PeGsjXY,Trace Labs Node 9,TLNODE_9,Trace Labs,2023-07-09T00:00:00.000Z,50597.220120527,58,24,12.470625,900.4371842578166,5.923858188,597.220119592,0.12
98,QmWnnXzeuePCiS89PWsk6aRLGDZUA7tQLpV9pfUimodtBQ,4165341117b199642bc9cf8fe8e9ef7246d017dead863ad7d34abf88958b09ba,GAP,Solo,2023-07-09T00:00:00.000Z,50913.720873849,56,56,14.49703125,1256.39015625,6.885394959,413.720873633,0.24
88,QmT1sYXxgfnuN43Uu9DFkanJSUCB6WkWS3H4eUb4bRGNAK,SHIFT04,ST04,Alliance,2023-07-09T00:00:00.000Z,53462.88992842,28,28,6.862265625,459.207421875,1.219010416,177.889928333,0.24
29,QmTEisCvd7eYiANqVGvHd6RGpQ3ru1pd77Qxnn97PZP3i5,Trace Labs Node 28,TLNODE_28,Trace Labs,2023-07-09T00:00:00.000Z,51592.166165765,78,26,16.182421875,2081.1812652865333,8.999380961,1591.934748974,0.12
99,QmYnZYqsuzA4Pr21YeDtQSouDvr4nT5wshnSdaa6A3uvG8,SOON,EMP,Alliance,2023-07-09T00:00:00.000Z,50055.829863823,23,23,5.892421875,304.391015625,3.719021264,55.82986378,0.24
38,QmV9WL9J8FEUEZznaCTK1mZuKkjP3CkRt3979fVZHbXVvm,Branimir Rakic X86,BRX86,Alliance,2023-07-09T00:00:00.000Z,75691.709079872,41,16,8.556796875,1266.5960820759833,0.0,691.624188131,0.24
2,QmZFcns6eGUosD96beHyevKu1jGJ1bA56Reg2f1J4q59Jt,Trace Labs Node 0,TLNODE_0,Trace Labs,2023-07-09T00:00:00.000Z,0.0,0,0,0.0,0.01710205066666667,0.0,0.017056506,0.00375
92,QmUB5Pb2UUyeH9AYhJpyxpGF7yNzW98ujJsVkoSgAy3ScG,PEMA01,PEMA01,Alliance,2023-07-09T00:00:00.000Z,50158.617793328,26,26,6.531796875,321.51375,1.245138888,158.617793237,0.24
94,QmWXFBUi5EBPpUYXS8Chswymgct14DugGQABzt32m3Ly4p,Kanos,KAN,Alliance,2023-07-09T00:00:00.000Z,50230.071633515,43,43,10.92421875,648.9940625,4.884049475,230.071633389,0.24
10,QmXkL415jBmkuzi183ALtmCsdEfm3XiUNxLdqKwuUjwCtx,Trace Labs Node 6,TLNODE_6,Trace Labs,2023-07-09T00:00:00.000Z,51088.967472428,60,0,11.132578125,1394.1117952955333,3.059068462,1088.96746832,0.13
37,Qme8odkEfiHHNp2Pa4qkUJiWsqsH8nVrrcohNNN4HhYpkJ,COGE_TRAC,COGE,Solo,2023-07-09T00:00:00.000Z,53181.693776078,54,21,11.43984375,1667.86943966965,10.04726557,1181.59683499,0.24
5,QmUUdsHQmRfCPXdd84j3JQCFoJHVGmY3847kCkKSq6n7RN,Trace Labs Node 5,TLNODE_5,Trace Labs,2023-07-09T00:00:00.000Z,50726.692450233,57,19,11.689921875,1256.9936601805832,7.340037026,726.692447485,0.118
36,QmVY4xRwJVV4w5BESrpRW8s6Xv15j9n1ZFBw2TSes18aMv,Kitty,Kit,Alliance,2023-07-09T00:00:00.000Z,63917.507791834,93,18,18.280078125,2741.42856159925,15.228573646,1916.507786813,0.32
41,Qmaa96tesPwJCBjnhJgPBfpFg4HKvU2BLE2ao4g2bg9hVT,Branimir Rakic X88,BRX88,Alliance,2023-07-09T00:00:00.000Z,76468.867638347,76,33,17.147578125,2165.5450055679335,16.597222005,1468.586270215,0.24
